step,tag,value
12,node_t002-nxcore_finished_workloads,20.0
13,node_t002-nxcore_finished_workloads,21.0
14,node_t002-nxcore_finished_workloads,23.0
15,node_t002-nxcore_finished_workloads,24.0
16,node_t002-nxcore_finished_workloads,26.0
17,node_t002-nxcore_finished_workloads,27.0
18,node_t002-nxcore_finished_workloads,29.0
19,node_t002-nxcore_finished_workloads,30.0
20,node_t002-nxcore_finished_workloads,32.0
21,node_t002-nxcore_finished_workloads,33.0
22,node_t002-nxcore_finished_workloads,35.0
23,node_t002-nxcore_finished_workloads,36.0
24,node_t002-nxcore_finished_workloads,38.0
25,node_t002-nxcore_finished_workloads,39.0
26,node_t002-nxcore_finished_workloads,41.0
27,node_t002-nxcore_finished_workloads,42.0
28,node_t002-nxcore_finished_workloads,44.0
29,node_t002-nxcore_finished_workloads,45.0
30,node_t002-nxcore_finished_workloads,47.0
31,node_t002-nxcore_finished_workloads,48.0
32,node_t002-nxcore_finished_workloads,50.0
33,node_t002-nxcore_finished_workloads,51.0
34,node_t002-nxcore_finished_workloads,53.0
35,node_t002-nxcore_finished_workloads,54.0
36,node_t002-nxcore_finished_workloads,56.0
37,node_t002-nxcore_finished_workloads,57.0
38,node_t002-nxcore_finished_workloads,59.0
39,node_t002-nxcore_finished_workloads,60.0
40,node_t002-nxcore_finished_workloads,62.0
41,node_t002-nxcore_finished_workloads,63.0
42,node_t002-nxcore_finished_workloads,65.0
43,node_t002-nxcore_finished_workloads,66.0
44,node_t002-nxcore_finished_workloads,68.0
45,node_t002-nxcore_finished_workloads,69.0
46,node_t002-nxcore_finished_workloads,71.0
47,node_t002-nxcore_finished_workloads,72.0
48,node_t002-nxcore_finished_workloads,74.0
49,node_t002-nxcore_finished_workloads,75.0
0,node_t002-nxcore_running_workloads,0.0
1,node_t002-nxcore_running_workloads,0.0
2,node_t002-nxcore_running_workloads,0.0
3,node_t002-nxcore_running_workloads,0.0
4,node_t002-nxcore_running_workloads,0.0
5,node_t002-nxcore_running_workloads,0.0
6,node_t002-nxcore_running_workloads,0.0
7,node_t002-nxcore_running_workloads,0.0
8,node_t002-nxcore_running_workloads,0.0
9,node_t002-nxcore_running_workloads,0.0
10,node_t002-nxcore_running_workloads,0.0
11,node_t002-nxcore_running_workloads,0.0
12,node_t002-nxcore_running_workloads,0.0
13,node_t002-nxcore_running_workloads,0.0
14,node_t002-nxcore_running_workloads,0.0
15,node_t002-nxcore_running_workloads,0.0
16,node_t002-nxcore_running_workloads,0.0
17,node_t002-nxcore_running_workloads,0.0
18,node_t002-nxcore_running_workloads,0.0
19,node_t002-nxcore_running_workloads,0.0
20,node_t002-nxcore_running_workloads,0.0
21,node_t002-nxcore_running_workloads,0.0
22,node_t002-nxcore_running_workloads,0.0
23,node_t002-nxcore_running_workloads,0.0
24,node_t002-nxcore_running_workloads,0.0
25,node_t002-nxcore_running_workloads,0.0
26,node_t002-nxcore_running_workloads,0.0
27,node_t002-nxcore_running_workloads,0.0
28,node_t002-nxcore_running_workloads,0.0
29,node_t002-nxcore_running_workloads,0.0
30,node_t002-nxcore_running_workloads,0.0
31,node_t002-nxcore_running_workloads,0.0
32,node_t002-nxcore_running_workloads,0.0
33,node_t002-nxcore_running_workloads,0.0
34,node_t002-nxcore_running_workloads,0.0
35,node_t002-nxcore_running_workloads,0.0
36,node_t002-nxcore_running_workloads,0.0
37,node_t002-nxcore_running_workloads,0.0
38,node_t002-nxcore_running_workloads,0.0
39,node_t002-nxcore_running_workloads,0.0
40,node_t002-nxcore_running_workloads,0.0
41,node_t002-nxcore_running_workloads,0.0
42,node_t002-nxcore_running_workloads,0.0
43,node_t002-nxcore_running_workloads,0.0
44,node_t002-nxcore_running_workloads,0.0
45,node_t002-nxcore_running_workloads,0.0
46,node_t002-nxcore_running_workloads,0.0
47,node_t002-nxcore_running_workloads,0.0
48,node_t002-nxcore_running_workloads,0.0
49,node_t002-nxcore_running_workloads,0.0
0,cluster_pending_workloads,0.0
1,cluster_pending_workloads,0.0
2,cluster_pending_workloads,0.0
3,cluster_pending_workloads,0.0
4,cluster_pending_workloads,0.0
5,cluster_pending_workloads,0.0
6,cluster_pending_workloads,0.0
7,cluster_pending_workloads,0.0
8,cluster_pending_workloads,0.0
9,cluster_pending_workloads,0.0
10,cluster_pending_workloads,0.0
11,cluster_pending_workloads,0.0
12,cluster_pending_workloads,0.0
13,cluster_pending_workloads,0.0
14,cluster_pending_workloads,0.0
15,cluster_pending_workloads,0.0
16,cluster_pending_workloads,0.0
17,cluster_pending_workloads,0.0
18,cluster_pending_workloads,0.0
19,cluster_pending_workloads,0.0
20,cluster_pending_workloads,0.0
21,cluster_pending_workloads,0.0
22,cluster_pending_workloads,0.0
23,cluster_pending_workloads,0.0
24,cluster_pending_workloads,0.0
25,cluster_pending_workloads,0.0
26,cluster_pending_workloads,0.0
27,cluster_pending_workloads,0.0
28,cluster_pending_workloads,0.0
29,cluster_pending_workloads,0.0
30,cluster_pending_workloads,0.0
31,cluster_pending_workloads,0.0
32,cluster_pending_workloads,0.0
33,cluster_pending_workloads,0.0
34,cluster_pending_workloads,0.0
35,cluster_pending_workloads,0.0
36,cluster_pending_workloads,0.0
37,cluster_pending_workloads,0.0
38,cluster_pending_workloads,0.0
39,cluster_pending_workloads,0.0
40,cluster_pending_workloads,0.0
41,cluster_pending_workloads,0.0
42,cluster_pending_workloads,0.0
43,cluster_pending_workloads,0.0
44,cluster_pending_workloads,0.0
45,cluster_pending_workloads,0.0
46,cluster_pending_workloads,0.0
47,cluster_pending_workloads,0.0
48,cluster_pending_workloads,0.0
49,cluster_pending_workloads,0.0
0,cluster_total_workloads,5.0
1,cluster_total_workloads,7.0
2,cluster_total_workloads,11.0
3,cluster_total_workloads,13.0
4,cluster_total_workloads,17.0
5,cluster_total_workloads,19.0
6,cluster_total_workloads,23.0
7,cluster_total_workloads,25.0
8,cluster_total_workloads,29.0
9,cluster_total_workloads,31.0
10,cluster_total_workloads,36.0
11,cluster_total_workloads,38.0
12,cluster_total_workloads,42.0
13,cluster_total_workloads,44.0
14,cluster_total_workloads,48.0
15,cluster_total_workloads,50.0
16,cluster_total_workloads,54.0
17,cluster_total_workloads,56.0
18,cluster_total_workloads,60.0
19,cluster_total_workloads,62.0
20,cluster_total_workloads,67.0
21,cluster_total_workloads,69.0
22,cluster_total_workloads,73.0
23,cluster_total_workloads,75.0
24,cluster_total_workloads,79.0
25,cluster_total_workloads,81.0
26,cluster_total_workloads,85.0
27,cluster_total_workloads,87.0
28,cluster_total_workloads,91.0
29,cluster_total_workloads,93.0
30,cluster_total_workloads,98.0
31,cluster_total_workloads,100.0
32,cluster_total_workloads,104.0
33,cluster_total_workloads,106.0
34,cluster_total_workloads,110.0
35,cluster_total_workloads,112.0
36,cluster_total_workloads,116.0
37,cluster_total_workloads,118.0
38,cluster_total_workloads,122.0
39,cluster_total_workloads,124.0
40,cluster_total_workloads,129.0
41,cluster_total_workloads,131.0
42,cluster_total_workloads,135.0
43,cluster_total_workloads,137.0
44,cluster_total_workloads,141.0
45,cluster_total_workloads,143.0
46,cluster_total_workloads,147.0
47,cluster_total_workloads,149.0
48,cluster_total_workloads,153.0
49,cluster_total_workloads,155.0
0,cluster_qos_data_production,1.0
1,cluster_qos_data_production,1.0
2,cluster_qos_data_production,1.0
3,cluster_qos_data_production,1.0
4,cluster_qos_data_production,1.0
5,cluster_qos_data_production,1.0
6,cluster_qos_data_production,1.0
7,cluster_qos_data_production,1.0
8,cluster_qos_data_production,1.0
9,cluster_qos_data_production,1.0
10,cluster_qos_data_production,1.0
11,cluster_qos_data_production,1.0
12,cluster_qos_data_production,1.0
13,cluster_qos_data_production,1.0
14,cluster_qos_data_production,1.0
15,cluster_qos_data_production,1.0
16,cluster_qos_data_production,1.0
17,cluster_qos_data_production,1.0
18,cluster_qos_data_production,1.0
19,cluster_qos_data_production,1.0
20,cluster_qos_data_production,1.0
21,cluster_qos_data_production,1.0
22,cluster_qos_data_production,1.0
23,cluster_qos_data_production,1.0
24,cluster_qos_data_production,1.0
25,cluster_qos_data_production,1.0
26,cluster_qos_data_production,1.0
27,cluster_qos_data_production,1.0
28,cluster_qos_data_production,1.0
29,cluster_qos_data_production,1.0
30,cluster_qos_data_production,1.0
31,cluster_qos_data_production,1.0
32,cluster_qos_data_production,1.0
33,cluster_qos_data_production,1.0
34,cluster_qos_data_production,1.0
35,cluster_qos_data_production,1.0
36,cluster_qos_data_production,1.0
37,cluster_qos_data_production,1.0
38,cluster_qos_data_production,1.0
39,cluster_qos_data_production,1.0
40,cluster_qos_data_production,1.0
41,cluster_qos_data_production,1.0
42,cluster_qos_data_production,1.0
43,cluster_qos_data_production,1.0
44,cluster_qos_data_production,1.0
45,cluster_qos_data_production,1.0
46,cluster_qos_data_production,1.0
47,cluster_qos_data_production,1.0
48,cluster_qos_data_production,1.0
49,cluster_qos_data_production,1.0
