step,tag,value
40,node_t002-nxcore_memory,1283457024.0
41,node_t002-nxcore_memory,4294967296.0
42,node_t002-nxcore_memory,1283457024.0
43,node_t002-nxcore_memory,4294967296.0
44,node_t002-nxcore_memory,1283457024.0
45,node_t002-nxcore_memory,4294967296.0
46,node_t002-nxcore_memory,1283457024.0
47,node_t002-nxcore_memory,4294967296.0
48,node_t002-nxcore_memory,1283457024.0
49,node_t002-nxcore_memory,4294967296.0
0,node_t002-nxcore_power,5.0
1,node_t002-nxcore_power,10.0
2,node_t002-nxcore_power,8.300000190734863
3,node_t002-nxcore_power,10.0
4,node_t002-nxcore_power,8.300000190734863
5,node_t002-nxcore_power,10.0
6,node_t002-nxcore_power,8.300000190734863
7,node_t002-nxcore_power,10.0
8,node_t002-nxcore_power,8.300000190734863
9,node_t002-nxcore_power,10.0
10,node_t002-nxcore_power,8.300000190734863
11,node_t002-nxcore_power,10.0
12,node_t002-nxcore_power,8.300000190734863
13,node_t002-nxcore_power,10.0
14,node_t002-nxcore_power,8.300000190734863
15,node_t002-nxcore_power,10.0
16,node_t002-nxcore_power,8.300000190734863
17,node_t002-nxcore_power,10.0
18,node_t002-nxcore_power,8.300000190734863
19,node_t002-nxcore_power,10.0
20,node_t002-nxcore_power,8.300000190734863
21,node_t002-nxcore_power,10.0
22,node_t002-nxcore_power,8.300000190734863
23,node_t002-nxcore_power,10.0
24,node_t002-nxcore_power,8.300000190734863
25,node_t002-nxcore_power,10.0
26,node_t002-nxcore_power,8.300000190734863
27,node_t002-nxcore_power,10.0
28,node_t002-nxcore_power,8.300000190734863
29,node_t002-nxcore_power,10.0
30,node_t002-nxcore_power,8.300000190734863
31,node_t002-nxcore_power,10.0
32,node_t002-nxcore_power,8.300000190734863
33,node_t002-nxcore_power,10.0
34,node_t002-nxcore_power,8.300000190734863
35,node_t002-nxcore_power,10.0
36,node_t002-nxcore_power,8.300000190734863
37,node_t002-nxcore_power,10.0
38,node_t002-nxcore_power,8.300000190734863
39,node_t002-nxcore_power,10.0
40,node_t002-nxcore_power,8.300000190734863
41,node_t002-nxcore_power,10.0
42,node_t002-nxcore_power,8.300000190734863
43,node_t002-nxcore_power,10.0
44,node_t002-nxcore_power,8.300000190734863
45,node_t002-nxcore_power,10.0
46,node_t002-nxcore_power,8.300000190734863
47,node_t002-nxcore_power,10.0
48,node_t002-nxcore_power,8.300000190734863
49,node_t002-nxcore_power,10.0
0,node_t002-nxcore_power_moving_average,5.0
1,node_t002-nxcore_power_moving_average,10.0
2,node_t002-nxcore_power_moving_average,8.300000190734863
3,node_t002-nxcore_power_moving_average,10.0
4,node_t002-nxcore_power_moving_average,8.300000190734863
5,node_t002-nxcore_power_moving_average,10.0
6,node_t002-nxcore_power_moving_average,8.300000190734863
7,node_t002-nxcore_power_moving_average,10.0
8,node_t002-nxcore_power_moving_average,8.300000190734863
9,node_t002-nxcore_power_moving_average,10.0
10,node_t002-nxcore_power_moving_average,8.300000190734863
11,node_t002-nxcore_power_moving_average,10.0
12,node_t002-nxcore_power_moving_average,8.300000190734863
13,node_t002-nxcore_power_moving_average,10.0
14,node_t002-nxcore_power_moving_average,8.300000190734863
15,node_t002-nxcore_power_moving_average,10.0
16,node_t002-nxcore_power_moving_average,8.300000190734863
17,node_t002-nxcore_power_moving_average,10.0
18,node_t002-nxcore_power_moving_average,8.300000190734863
19,node_t002-nxcore_power_moving_average,10.0
20,node_t002-nxcore_power_moving_average,8.300000190734863
21,node_t002-nxcore_power_moving_average,10.0
22,node_t002-nxcore_power_moving_average,8.300000190734863
23,node_t002-nxcore_power_moving_average,10.0
24,node_t002-nxcore_power_moving_average,8.300000190734863
25,node_t002-nxcore_power_moving_average,10.0
26,node_t002-nxcore_power_moving_average,8.300000190734863
27,node_t002-nxcore_power_moving_average,10.0
28,node_t002-nxcore_power_moving_average,8.300000190734863
29,node_t002-nxcore_power_moving_average,10.0
30,node_t002-nxcore_power_moving_average,8.300000190734863
31,node_t002-nxcore_power_moving_average,10.0
32,node_t002-nxcore_power_moving_average,8.300000190734863
33,node_t002-nxcore_power_moving_average,10.0
34,node_t002-nxcore_power_moving_average,8.300000190734863
35,node_t002-nxcore_power_moving_average,10.0
36,node_t002-nxcore_power_moving_average,8.300000190734863
37,node_t002-nxcore_power_moving_average,10.0
38,node_t002-nxcore_power_moving_average,8.300000190734863
39,node_t002-nxcore_power_moving_average,10.0
40,node_t002-nxcore_power_moving_average,8.300000190734863
41,node_t002-nxcore_power_moving_average,10.0
42,node_t002-nxcore_power_moving_average,8.300000190734863
43,node_t002-nxcore_power_moving_average,10.0
44,node_t002-nxcore_power_moving_average,8.300000190734863
45,node_t002-nxcore_power_moving_average,10.0
46,node_t002-nxcore_power_moving_average,8.300000190734863
47,node_t002-nxcore_power_moving_average,10.0
48,node_t002-nxcore_power_moving_average,8.300000190734863
49,node_t002-nxcore_power_moving_average,10.0
0,node_t002-nxcore_finished_workloads,0.0
1,node_t002-nxcore_finished_workloads,2.0
2,node_t002-nxcore_finished_workloads,4.0
3,node_t002-nxcore_finished_workloads,6.0
4,node_t002-nxcore_finished_workloads,8.0
5,node_t002-nxcore_finished_workloads,10.0
6,node_t002-nxcore_finished_workloads,12.0
7,node_t002-nxcore_finished_workloads,14.0
8,node_t002-nxcore_finished_workloads,16.0
9,node_t002-nxcore_finished_workloads,18.0
10,node_t002-nxcore_finished_workloads,20.0
11,node_t002-nxcore_finished_workloads,22.0
12,node_t002-nxcore_finished_workloads,24.0
13,node_t002-nxcore_finished_workloads,26.0
14,node_t002-nxcore_finished_workloads,28.0
15,node_t002-nxcore_finished_workloads,30.0
16,node_t002-nxcore_finished_workloads,32.0
17,node_t002-nxcore_finished_workloads,34.0
18,node_t002-nxcore_finished_workloads,36.0
19,node_t002-nxcore_finished_workloads,38.0
20,node_t002-nxcore_finished_workloads,40.0
21,node_t002-nxcore_finished_workloads,42.0
22,node_t002-nxcore_finished_workloads,44.0
23,node_t002-nxcore_finished_workloads,46.0
